"naive_bayes","log_reg","glmnet","multinom","qda","rpart","svm","lda","kknn","featureless"
0.178082191780822,0.178082191780822,0.150684931506849,0.178082191780822,0.191780821917808,0.178082191780822,0.164383561643836,0.178082191780822,0.164383561643836,0.164383561643836
0.150684931506849,0.0821917808219178,0.10958904109589,0.0821917808219178,0.136986301369863,0.123287671232877,0.150684931506849,0.123287671232877,0.178082191780822,0.136986301369863
0.246575342465753,0.150684931506849,0.10958904109589,0.150684931506849,0.191780821917808,0.0958904109589041,0.0958904109589041,0.150684931506849,0.0958904109589041,0.0821917808219178
0.208333333333333,0.166666666666667,0.152777777777778,0.166666666666667,0.208333333333333,0.166666666666667,0.180555555555556,0.180555555555556,0.152777777777778,0.180555555555556
0.125,0.152777777777778,0.138888888888889,0.152777777777778,0.111111111111111,0.138888888888889,0.152777777777778,0.125,0.138888888888889,0.152777777777778
0.208333333333333,0.180555555555556,0.194444444444444,0.180555555555556,0.222222222222222,0.180555555555556,0.166666666666667,0.194444444444444,0.152777777777778,0.166666666666667
0.208333333333333,0.152777777777778,0.152777777777778,0.152777777777778,0.194444444444444,0.166666666666667,0.138888888888889,0.152777777777778,0.194444444444444,0.138888888888889
0.166666666666667,0.138888888888889,0.152777777777778,0.138888888888889,0.152777777777778,0.166666666666667,0.152777777777778,0.152777777777778,0.194444444444444,0.138888888888889
0.236111111111111,0.208333333333333,0.222222222222222,0.208333333333333,0.236111111111111,0.208333333333333,0.222222222222222,0.194444444444444,0.208333333333333,0.25
0.125,0.125,0.125,0.125,0.152777777777778,0.125,0.111111111111111,0.125,0.166666666666667,0.111111111111111
0.191780821917808,0.164383561643836,0.178082191780822,0.164383561643836,0.178082191780822,0.205479452054795,0.164383561643836,0.178082191780822,0.164383561643836,0.178082191780822
0.246575342465753,0.191780821917808,0.219178082191781,0.191780821917808,0.191780821917808,0.205479452054795,0.205479452054795,0.219178082191781,0.178082191780822,0.205479452054795
0.205479452054795,0.191780821917808,0.178082191780822,0.191780821917808,0.178082191780822,0.150684931506849,0.191780821917808,0.191780821917808,0.164383561643836,0.191780821917808
0.180555555555556,0.0972222222222222,0.0972222222222222,0.0972222222222222,0.180555555555556,0.0972222222222222,0.0833333333333333,0.125,0.138888888888889,0.0972222222222222
0.152777777777778,0.152777777777778,0.166666666666667,0.152777777777778,0.166666666666667,0.138888888888889,0.152777777777778,0.138888888888889,0.152777777777778,0.152777777777778
0.138888888888889,0.0694444444444444,0.125,0.0694444444444444,0.138888888888889,0.166666666666667,0.111111111111111,0.125,0.152777777777778,0.0694444444444444
0.111111111111111,0.0833333333333333,0.0972222222222222,0.0833333333333333,0.0972222222222222,0.111111111111111,0.0972222222222222,0.0972222222222222,0.111111111111111,0.111111111111111
0.222222222222222,0.208333333333333,0.152777777777778,0.208333333333333,0.208333333333333,0.180555555555556,0.152777777777778,0.25,0.166666666666667,0.166666666666667
0.180555555555556,0.138888888888889,0.125,0.138888888888889,0.208333333333333,0.125,0.125,0.125,0.208333333333333,0.138888888888889
0.208333333333333,0.208333333333333,0.208333333333333,0.208333333333333,0.208333333333333,0.166666666666667,0.222222222222222,0.180555555555556,0.263888888888889,0.208333333333333
0.232876712328767,0.191780821917808,0.191780821917808,0.191780821917808,0.273972602739726,0.150684931506849,0.178082191780822,0.191780821917808,0.219178082191781,0.191780821917808
0.26027397260274,0.178082191780822,0.150684931506849,0.178082191780822,0.232876712328767,0.178082191780822,0.178082191780822,0.178082191780822,0.178082191780822,0.205479452054795
0.136986301369863,0.0958904109589041,0.10958904109589,0.0958904109589041,0.136986301369863,0.0547945205479452,0.0821917808219178,0.123287671232877,0.0958904109589041,0.0821917808219178
0.180555555555556,0.194444444444444,0.180555555555556,0.194444444444444,0.180555555555556,0.166666666666667,0.180555555555556,0.180555555555556,0.180555555555556,0.194444444444444
0.138888888888889,0.125,0.152777777777778,0.125,0.0972222222222222,0.208333333333333,0.138888888888889,0.138888888888889,0.125,0.152777777777778
0.236111111111111,0.180555555555556,0.166666666666667,0.180555555555556,0.194444444444444,0.152777777777778,0.166666666666667,0.180555555555556,0.180555555555556,0.152777777777778
0.125,0.0972222222222222,0.111111111111111,0.0972222222222222,0.125,0.125,0.0972222222222222,0.111111111111111,0.166666666666667,0.0833333333333333
0.0972222222222222,0.111111111111111,0.0833333333333333,0.111111111111111,0.0972222222222222,0.0972222222222222,0.0972222222222222,0.111111111111111,0.111111111111111,0.111111111111111
0.180555555555556,0.180555555555556,0.180555555555556,0.180555555555556,0.166666666666667,0.194444444444444,0.166666666666667,0.166666666666667,0.152777777777778,0.166666666666667
0.277777777777778,0.194444444444444,0.194444444444444,0.194444444444444,0.305555555555556,0.25,0.236111111111111,0.208333333333333,0.236111111111111,0.180555555555556
