"naive_bayes","log_reg","glmnet","multinom","qda","rpart","svm","lda","kknn","featureless"
0.725409836065574,0.728142076502733,0.743169398907104,0.728142076502733,0.62295081967213,0.662568306010929,0.618852459016394,0.728142076502733,0.717213114754099,0.5
0.801587301587302,0.828571428571429,0.834920634920635,0.828571428571429,0.817460317460318,0.798412698412698,0.652380952380953,0.83015873015873,0.862698412698413,0.5
0.666666666666667,0.733830845771144,0.737562189054727,0.733830845771144,0.664179104477613,0.72636815920398,0.363184079601991,0.72139303482587,0.618159203980099,0.5
0.769230769230769,0.769230769230769,0.765319426336375,0.769230769230769,0.767926988265971,0.653846153846154,0.538461538461538,0.767926988265971,0.684485006518905,0.5
0.769001490312966,0.807749627421758,0.841281669150522,0.807749627421758,0.800298062593145,0.645305514157973,0.672131147540984,0.824143070044709,0.810730253353204,0.5
0.615277777777778,0.684722222222222,0.678472222222222,0.684722222222222,0.604166666666667,0.502777777777778,0.470833333333333,0.6875,0.770138888888889,0.5
0.75,0.75,0.763709677419355,0.75,0.754838709677419,0.678225806451613,0.75,0.762903225806452,0.701612903225806,0.5
0.825806451612903,0.838709677419355,0.838709677419355,0.838709677419355,0.798387096774194,0.788709677419355,0.654838709677419,0.82258064516129,0.69758064516129,0.5
0.774691358024691,0.835390946502058,0.861111111111111,0.835390946502058,0.788065843621399,0.798868312757202,0.635802469135802,0.834362139917695,0.815843621399177,0.5
0.720703125,0.765625,0.748046875,0.765625,0.7109375,0.65234375,0.693359375,0.759765625,0.646484375,0.5
0.701282051282051,0.753846153846154,0.760897435897436,0.753846153846154,0.723076923076923,0.742307692307692,0.319230769230769,0.756410256410257,0.661538461538462,0.5
0.731034482758621,0.75632183908046,0.801149425287356,0.75632183908046,0.763218390804598,0.613218390804598,0.614942528735632,0.785057471264368,0.852873563218391,0.5
0.711864406779661,0.749394673123487,0.76634382566586,0.749394673123487,0.727602905569007,0.703995157384988,0.651331719128329,0.7590799031477,0.726392251815981,0.5
0.683516483516483,0.72087912087912,0.742857142857143,0.72087912087912,0.661538461538462,0.63956043956044,0.461538461538462,0.727472527472528,0.758241758241758,0.5
0.874813710879285,0.873323397913562,0.85096870342772,0.873323397913562,0.879284649776453,0.812965722801789,0.435171385991058,0.874813710879285,0.747391952309985,0.5
0.719402985074626,0.743283582089552,0.770149253731344,0.743283582089552,0.713432835820896,0.576119402985074,0.55223880597015,0.764179104477611,0.686567164179104,0.5
0.755859375,0.814453125,0.810546875,0.814453125,0.798828125,0.7578125,0.642578125,0.8125,0.8359375,0.5
0.6875,0.704166666666667,0.725694444444445,0.704166666666667,0.529166666666667,0.60625,0.526388888888889,0.709722222222222,0.674305555555556,0.5
0.72741935483871,0.762903225806452,0.812903225806452,0.762903225806452,0.730645161290322,0.793548387096774,0.751612903225806,0.780645161290322,0.729838709677419,0.5
0.766081871345029,0.809356725146199,0.808187134502924,0.809356725146199,0.755555555555555,0.675438596491228,0.608187134502924,0.810526315789474,0.749707602339181,0.5
0.590799031476998,0.652542372881356,0.690677966101695,0.652542372881356,0.576271186440678,0.728813559322034,0.606537530266344,0.659806295399516,0.577481840193704,0.5
0.701149425287356,0.705747126436782,0.72816091954023,0.705747126436782,0.665517241379311,0.65632183908046,0.673563218390805,0.722988505747126,0.675287356321839,0.5
0.808457711442787,0.82089552238806,0.798507462686568,0.82089552238806,0.761194029850747,0.886815920398009,0.649253731343284,0.818407960199005,0.842039800995025,0.5
0.838669950738916,0.866995073891626,0.886699507389163,0.866995073891626,0.850985221674877,0.830665024630542,0.631773399014778,0.870689655172414,0.768472906403941,0.5
0.834575260804769,0.855439642324888,0.85618479880775,0.855439642324888,0.85096870342772,0.586438152011922,0.421758569299553,0.856929955290611,0.824143070044709,0.5
0.70715350223547,0.783159463487332,0.807004470938897,0.783159463487332,0.708643815201192,0.739940387481371,0.479135618479881,0.787630402384501,0.672131147540984,0.5
0.618686868686869,0.676767676767677,0.680555555555555,0.676767676767677,0.699494949494949,0.477272727272728,0.626262626262626,0.68939393939394,0.660353535353535,0.5
0.828125,0.7734375,0.85546875,0.7734375,0.69140625,0.6298828125,0.681640625,0.810546875,0.8076171875,0.5
0.622222222222222,0.731944444444444,0.745138888888889,0.731944444444444,0.704166666666667,0.581944444444444,0.475,0.745833333333334,0.736111111111111,0.5
0.69361147327249,0.764015645371577,0.758800521512386,0.764015645371577,0.728813559322034,0.567796610169492,0.603650586701434,0.767926988265971,0.788135593220339,0.5
0.682758620689655,0.751724137931034,0.785057471264368,0.751724137931034,0.744827586206896,0.698850574712644,0.557471264367816,0.772413793103448,0.705172413793104,0.5
0.753968253968254,0.696825396825397,0.746031746031746,0.696825396825397,0.715873015873016,0.713492063492063,0.70952380952381,0.717460317460318,0.808730158730159,0.5
0.733766233766234,0.707792207792208,0.674242424242424,0.707792207792208,0.748917748917749,0.665584415584415,0.74025974025974,0.70995670995671,0.75974025974026,0.5
0.711805555555555,0.745138888888889,0.720138888888889,0.745138888888889,0.71875,0.671527777777778,0.720138888888889,0.754861111111111,0.781944444444444,0.5
0.740322580645162,0.825806451612903,0.853225806451613,0.825806451612903,0.779032258064516,0.754838709677419,0.606451612903226,0.829032258064516,0.783870967741935,0.5
0.704041720990874,0.752281616688397,0.748370273794003,0.752281616688397,0.709256844850065,0.696870925684485,0.43155149934811,0.748370273794003,0.67470664928292,0.5
0.830645161290322,0.874193548387097,0.875806451612903,0.874193548387097,0.851612903225806,0.661290322580645,0.443548387096774,0.879032258064516,0.759677419354838,0.5
0.776388888888889,0.7875,0.806944444444444,0.7875,0.759722222222222,0.559722222222222,0.604166666666667,0.794444444444444,0.702083333333333,0.5
0.762637362637362,0.758241758241758,0.782417582417583,0.758241758241758,0.520879120879121,0.751648351648352,0.632967032967033,0.76923076923077,0.787912087912088,0.5
0.6564039408867,0.789408866995074,0.821428571428571,0.789408866995074,0.69704433497537,0.671182266009852,0.50615763546798,0.799261083743842,0.747536945812808,0.5
0.855555555555556,0.857142857142857,0.881746031746032,0.857142857142857,0.852380952380953,0.858730158730159,0.714285714285715,0.857142857142857,0.833333333333333,0.5
0.807936507936508,0.831746031746032,0.868253968253968,0.831746031746032,0.877777777777778,0.434920634920635,0.566666666666667,0.842857142857143,0.803174603174603,0.5
0.727272727272727,0.812316715542522,0.818181818181818,0.812316715542522,0.736070381231671,0.726539589442815,0.599706744868035,0.81524926686217,0.659090909090909,0.5
0.742175856929955,0.783904619970194,0.79284649776453,0.783904619970194,0.731743666169896,0.695230998509687,0.655737704918032,0.779433681073025,0.699701937406855,0.5
0.629310344827586,0.700738916256158,0.722906403940887,0.700738916256158,0.674876847290641,0.705665024630542,0.729064039408867,0.70320197044335,0.778940886699507,0.5
0.775246305418719,0.729679802955665,0.730295566502463,0.729679802955665,0.750615763546798,0.706896551724138,0.664408866995074,0.737068965517241,0.736453201970443,0.5
0.75,0.784722222222222,0.793055555555556,0.784722222222222,0.727777777777778,0.707638888888889,0.613888888888889,0.793055555555556,0.765972222222222,0.5
0.719402985074626,0.749253731343285,0.791044776119403,0.749253731343285,0.716417910447761,0.68955223880597,0.674626865671641,0.758208955223881,0.805970149253731,0.5
0.587890625,0.6953125,0.6904296875,0.6953125,0.615234375,0.634765625,0.376953125,0.693359375,0.6689453125,0.5
0.735672514619883,0.734502923976608,0.739766081871345,0.734502923976608,0.637426900584795,0.630994152046784,0.605847953216374,0.733333333333333,0.713450292397661,0.5
0.748275862068966,0.801149425287356,0.777011494252874,0.8,0.737931034482759,0.789080459770115,0.544827586206896,0.8,0.86264367816092,0.5
0.703389830508475,0.75544794188862,0.796610169491525,0.75544794188862,0.738498789346247,0.766949152542373,0.575060532687652,0.780871670702179,0.725181598062954,0.5
0.717460317460318,0.741269841269841,0.727777777777778,0.741269841269841,0.712698412698413,0.524603174603175,0.574603174603175,0.733333333333333,0.738888888888889,0.5
0.721340388007055,0.825396825396826,0.825396825396826,0.825396825396826,0.756613756613757,0.714285714285715,0.62962962962963,0.821869488536155,0.703703703703704,0.5
0.602777777777778,0.654166666666667,0.629166666666666,0.654166666666667,0.584722222222222,0.4,0.531944444444444,0.643055555555556,0.678472222222222,0.5
0.765775401069519,0.770053475935829,0.78235294117647,0.770053475935829,0.749732620320855,0.687700534759358,0.583957219251337,0.773262032085561,0.727272727272728,0.5
0.760141093474427,0.705467372134039,0.776014109347442,0.705467372134039,0.747795414462081,0.656966490299823,0.481481481481482,0.707231040564374,0.664902998236331,0.5
0.80859375,0.822265625,0.8408203125,0.822265625,0.84765625,0.76171875,0.759765625,0.8359375,0.8935546875,0.5
0.613756613756614,0.689594356261023,0.692239858906525,0.689594356261023,0.64726631393298,0.486772486772487,0.527336860670194,0.680776014109347,0.665784832451499,0.5
